genome,fragment,original_removed_start,original_removed_stop,original_removed_length,inserted_gene_id,inserted_gene_header,inserted_gene_length,inserted_start,inserted_stop,strand
Clostridioides_difficile,Clostridium_difficille,1779516,1780253,738,MEG_11442|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,MEG_11442|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,1104,1778740,1779843,+
Clostridioides_difficile,Clostridium_difficille,2731316,2732968,1653,MEG_6593|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6593|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,2730906,2731745,+
Clostridium_perfringens,Clostridium_perfringens.final.genome,968146,969852,1707,MEG_7789|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEF,MEG_7789|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEF,3114,968146,971259,+
Clostridium_perfringens,Clostridium_perfringens.final.genome,3124924,3126633,1710,MEG_7384|Drugs|Glycopeptides|VanD-type_resistance_protein|VAND,MEG_7384|Drugs|Glycopeptides|VanD-type_resistance_protein|VAND,1032,3126331,3127362,+
Enterococcus_faecalis,Enterococcus_faecalis,110300,110794,495,MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,468,110300,110767,+
Enterococcus_faecalis,Enterococcus_faecalis,318515,319159,645,MEG_6002|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_6002|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,644,318488,319131,+
Enterococcus_faecalis,Enterococcus_faecalis,686369,688471,2103,MEG_6085|Drugs|Rifampin|Monooxygenase|ROX,MEG_6085|Drugs|Rifampin|Monooxygenase|ROX,1422,686341,687762,+
Enterococcus_faecalis,Enterococcus_faecalis,688488,688844,357,MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,987,687779,688765,+
Enterococcus_faecalis,Enterococcus_faecalis,692857,693912,1056,MEG_2755|Drugs|MLS|23S_rRNA_methyltransferases|ERM,MEG_2755|Drugs|MLS|23S_rRNA_methyltransferases|ERM,969,692778,693746,+
Enterococcus_faecalis,Enterococcus_faecalis,693942,695021,1080,MEG_7469|Drugs|Glycopeptides|VanB-type_regulator|VANRB,MEG_7469|Drugs|Glycopeptides|VanB-type_regulator|VANRB,663,693776,694438,+
Enterococcus_faecalis,Enterococcus_faecalis,695101,696843,1743,MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,792,694518,695309,+
Enterococcus_faecalis,Enterococcus_faecalis,696879,697244,366,MEG_3063|Metals|Iron_resistance|Iron_resistance_regulator|FURA,MEG_3063|Metals|Iron_resistance|Iron_resistance_regulator|FURA,444,695345,695788,+
Enterococcus_faecalis,Enterococcus_faecalis,697377,697748,372,MEG_5934|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5934|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,681,695921,696601,+
Enterococcus_faecalis,Enterococcus_faecalis,698134,699873,1740,MEG_7796|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEQ,MEG_7796|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEQ,3141,696987,700127,+
Enterococcus_faecalis,Enterococcus_faecalis,699893,700204,312,MEG_2698|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|EBRB,MEG_2698|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|EBRB,357,700147,700503,+
Enterococcus_faecalis,Enterococcus_faecalis,982309,983805,1497,MEG_3760|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,MEG_3760|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,1425,982608,984032,+
Enterococcus_faecalis,Enterococcus_faecalis,1135205,1135685,481,MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,258,1135432,1135689,+
Enterococcus_faecalis,Enterococcus_faecalis,1529260,1531416,2157,MEG_2534|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2534|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,474,1529264,1529737,+
Enterococcus_faecalis,Enterococcus_faecalis,1778781,1780508,1728,MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,621,1777102,1777722,+
Enterococcus_faecalis,Enterococcus_faecalis,1781067,1782120,1054,MEG_3285|Metals|Nickel_resistance|Nickel_resistance_protein|HUPN,MEG_3285|Metals|Nickel_resistance|Nickel_resistance_protein|HUPN,327,1778281,1778607,+
Enterococcus_faecalis,Enterococcus_faecalis,2454688,2455842,1155,MEG_3851|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,MEG_3851|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,657,2451175,2451831,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,895,2199,1305,MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,MEG_7866|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,774,895,1668,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,36248,37486,1239,MEG_6016|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE,MEG_6016|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE,645,35717,36361,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,60987,64580,3594,MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,1479,59862,61340,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,64585,65199,615,MEG_5892|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5892|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,61345,61989,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,65615,68316,2702,MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB,MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB,522,62405,62926,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,170713,171681,969,MEG_3018|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSD,MEG_3018|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSD,420,165323,165742,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,226281,226524,244,MEG_7817|Biocides|Paraquat_resistance|Paraquat_efflux_pump|YDDG,MEG_7817|Biocides|Paraquat_resistance|Paraquat_efflux_pump|YDDG,882,220342,221223,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,226821,227044,224,MEG_6640|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIV,MEG_6640|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIV,863,221520,222382,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,230136,231778,1643,MEG_11496|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,MEG_11496|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,498,225474,225971,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,257792,258982,1191,MEG_11357|Drugs|Organoarsenicals|Arsinothricin_resistance_N-acetyltransferases|ARSN1,MEG_11357|Drugs|Organoarsenicals|Arsinothricin_resistance_N-acetyltransferases|ARSN1,561,251985,252545,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,350235,350573,339,MEG_10323|Drugs|betalactams|Class_C_betalactamases|PDC,MEG_10323|Drugs|betalactams|Class_C_betalactamases|PDC,1188,343798,344985,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,350792,351616,825,MEG_2658|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,MEG_2658|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,519,345204,345722,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,351737,352009,273,MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,2505,345843,348347,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,371421,373543,2123,MEG_5276|Drugs|betalactams|Class_D_betalactamases|OXA,MEG_5276|Drugs|betalactams|Class_D_betalactamases|OXA,822,367759,368580,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,374956,382403,7448,MEG_9961|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,MEG_9961|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,723,369993,370715,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,394801,396653,1853,MEG_2876|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABK,MEG_2876|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABK,975,383113,384087,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,433777,434943,1167,MEG_3876|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,MEG_3876|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,342,421211,421552,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,476193,477598,1406,MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,414,462802,463215,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,515894,516544,651,MEG_1025|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,MEG_1025|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,816,501511,502326,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,533414,533641,228,MEG_2744|Drugs|MLS|Macrolide_esterases|EREA,MEG_2744|Drugs|MLS|Macrolide_esterases|EREA,1221,519196,520416,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,597759,598505,747,MEG_11498|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,MEG_11498|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,498,584534,585031,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,612826,614363,1538,MEG_2512|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2512|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,474,599352,599825,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,614442,615374,933,MEG_3677|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3677|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1623,599904,601526,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,650772,651338,567,MEG_5888|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5888|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,636924,637568,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,813494,814867,1374,MEG_4206|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,MEG_4206|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,482,799724,800205,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,822438,823019,582,MEG_2983|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,MEG_2983|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,417,807776,808192,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,884896,885577,682,MEG_11332|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,MEG_11332|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,351,870069,870419,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,886713,887048,336,MEG_8064|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_8064|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,498,871555,872052,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,941277,941669,393,MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,789,926281,927069,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,945817,946206,390,MEG_4144|Drugs|betalactams|Class_B_betalactamases|NDM,MEG_4144|Drugs|betalactams|Class_B_betalactamases|NDM,813,931217,932029,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,946220,946654,435,MEG_2986|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,MEG_2986|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,417,932043,932459,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,987113,989392,2280,MEG_8452|Drugs|Multi-drug_resistance|MDR_regulator|PARS,MEG_8452|Drugs|Multi-drug_resistance|MDR_regulator|PARS,1287,972918,974204,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,989912,990673,762,MEG_4198|Metals|Nickel_resistance|Nickel_resistance_protein|NIRD,MEG_4198|Metals|Nickel_resistance|Nickel_resistance_protein|NIRD,495,974724,975218,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1001554,1002954,1401,MEG_1729|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBD,MEG_1729|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBD,1050,986099,987148,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1003110,1004645,1536,MEG_7530|Drugs|Glycopeptides|VanE-type_resistance_protein|VANTE,MEG_7530|Drugs|Glycopeptides|VanE-type_resistance_protein|VANTE,2109,987304,989412,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1070324,1071906,1583,MEG_3019|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSE,MEG_3019|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSE,405,1055091,1055495,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1114770,1115538,769,MEG_1139|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRA,MEG_1139|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRA,2565,1098359,1100923,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1117560,1120237,2678,MEG_5861|Drugs|Fluoroquinolones|Quinolone_active_efflux|QEPA,MEG_5861|Drugs|Fluoroquinolones|Quinolone_active_efflux|QEPA,1536,1102945,1104480,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1203233,1204021,789,MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,1575,1187476,1189050,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1288994,1289407,414,MEG_6419|Drugs|betalactams|Class_A_betalactamases|SHV,MEG_6419|Drugs|betalactams|Class_A_betalactamases|SHV,891,1274023,1274913,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1310067,1311167,1101,MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,207,1295573,1295779,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1322847,1323125,279,MEG_7247|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,MEG_7247|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,1251,1307459,1308709,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1347199,1348740,1542,MEG_8787|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_8787|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1626,1332783,1334408,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1348880,1349416,537,MEG_4173|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,MEG_4173|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE,807,1334548,1335354,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1365270,1365536,267,MEG_7678|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,MEG_7678|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,1569,1351208,1352776,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1381839,1382678,840,MEG_5410|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA,MEG_5410|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA,2400,1369079,1371478,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1425125,1425382,258,MEG_4204|Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC,MEG_4204|Biocides|Paraquat_resistance|Paraquat_resistance_protein|NMPC,849,1413925,1414773,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1425623,1426255,633,MEG_5950|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5950|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,1415014,1415658,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1469128,1470336,1209,MEG_5411|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRB,MEG_5411|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRB,1077,1458531,1459607,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1478965,1480191,1227,MEG_3890|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,MEG_3890|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,615,1468236,1468850,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1543874,1544341,468,MEG_4211|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|NORBD,MEG_4211|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|NORBD,1401,1532533,1533933,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1550914,1551495,582,MEG_2982|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,MEG_2982|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,390,1540506,1540895,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1661150,1662227,1078,MEG_4123|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRBN,MEG_4123|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRBN,270,1650550,1650819,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1712870,1714618,1749,MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA,MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA,1434,1701462,1702895,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1799343,1800065,723,MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,MEG_1190|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,822,1787620,1788441,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1806344,1807576,1233,MEG_11515|Drugs|Ionophores|Ionophore_ABC_efflux_pump|NARA,MEG_11515|Drugs|Ionophores|Ionophore_ABC_efflux_pump|NARA,882,1794720,1795601,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1817397,1818629,1233,MEG_5809|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|POXT,MEG_5809|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|POXT,1629,1805422,1807050,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1849527,1849994,468,MEG_7268|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLCSM,MEG_7268|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLCSM,1359,1837948,1839306,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1905565,1906623,1059,MEG_2792|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,MEG_2792|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,753,1894877,1895629,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1906625,1908088,1464,MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1920,1895631,1897550,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1908533,1909321,789,MEG_2731|Drugs|Multi-drug_resistance|Multi-drug_SMR_efflux_regulator|EMRE,MEG_2731|Drugs|Multi-drug_resistance|Multi-drug_SMR_efflux_regulator|EMRE,333,1897995,1898327,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1918354,1919295,942,MEG_2822|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,MEG_2822|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,735,1907360,1908094,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1981447,1982124,678,MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,1209,1970246,1971454,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1986316,1986459,144,MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS,MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS,1467,1975646,1977112,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2011449,2012271,823,MEG_6610|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6610|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,2002102,2002941,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2012296,2013834,1539,MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,1818,2002966,2004783,+
