genome,fragment,original_removed_start,original_removed_stop,original_removed_length,inserted_gene_id,inserted_gene_header,inserted_gene_length,inserted_start,inserted_stop,strand
Clostridioides_difficile,Clostridium_difficille,1677480,1679313,1834,MEG_3434|Drugs|Rifampin|Monooxygenase|IRI,MEG_3434|Drugs|Rifampin|Monooxygenase|IRI,1440,1682252,1683691,+
Clostridioides_difficile,Clostridium_difficille,1679574,1680674,1101,MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR,MEG_715|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOR,1329,1683952,1685280,+
Clostridioides_difficile,Clostridium_difficille,1681495,1683633,2139,MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,879,1686101,1686979,+
Clostridioides_difficile,Clostridium_difficille,1779516,1780253,738,MEG_11357|Drugs|Organoarsenicals|Arsinothricin_resistance_N-acetyltransferases|ARSN1,MEG_11357|Drugs|Organoarsenicals|Arsinothricin_resistance_N-acetyltransferases|ARSN1,561,1782862,1783422,+
Clostridioides_difficile,Clostridium_difficille,2731316,2732968,1653,MEG_134|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,MEG_134|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,474,2734485,2734958,+
Clostridium_perfringens,Clostridium_perfringens.final.genome,968146,969852,1707,MEG_1705|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,MEG_1705|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,1251,968146,969396,+
Clostridium_perfringens,Clostridium_perfringens.final.genome,3124924,3126633,1710,MEG_3945|Drugs|MLS|Macrolide_glycosyltransferases|MGT,MEG_3945|Drugs|MLS|Macrolide_glycosyltransferases|MGT,1257,3124468,3125724,+
Enterococcus_faecalis,Enterococcus_faecalis,110300,110794,495,MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,852,110300,111151,+
Enterococcus_faecalis,Enterococcus_faecalis,318515,319159,645,MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,678,318872,319549,+
Enterococcus_faecalis,Enterococcus_faecalis,686369,688471,2103,MEG_7804|Drugs|Mycobacterium_tuberculosis-specific_Drug|Viomycin_phosphotransferases|VPH,MEG_7804|Drugs|Mycobacterium_tuberculosis-specific_Drug|Viomycin_phosphotransferases|VPH,864,686759,687622,+
Enterococcus_faecalis,Enterococcus_faecalis,688488,688844,357,MEG_1738|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,MEG_1738|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,1104,687639,688742,+
Enterococcus_faecalis,Enterococcus_faecalis,692857,693912,1056,MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,MEG_2690|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,531,692755,693285,+
Enterococcus_faecalis,Enterococcus_faecalis,693942,695021,1080,MEG_11224|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_11224|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,693315,693959,+
Enterococcus_faecalis,Enterococcus_faecalis,695101,696843,1743,MEG_2569|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,MEG_2569|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,237,694039,694275,+
Enterococcus_faecalis,Enterococcus_faecalis,696879,697244,366,MEG_7287|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGA,MEG_7287|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGA,1155,694311,695465,+
Enterococcus_faecalis,Enterococcus_faecalis,697377,697748,372,MEG_6087|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,MEG_6087|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,2619,695598,698216,+
Enterococcus_faecalis,Enterococcus_faecalis,698134,699873,1740,MEG_8451|Drugs|Multi-drug_resistance|MDR_regulator|PARR,MEG_8451|Drugs|Multi-drug_resistance|MDR_regulator|PARR,708,698602,699309,+
Enterococcus_faecalis,Enterococcus_faecalis,699893,700204,312,MEG_8065|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_8065|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,501,699329,699829,+
Enterococcus_faecalis,Enterococcus_faecalis,982309,983805,1497,MEG_4055|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,MEG_4055|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,2598,981934,984531,+
Enterococcus_faecalis,Enterococcus_faecalis,1135205,1135685,481,MEG_9974|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG,MEG_9974|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG,744,1135931,1136674,+
Enterococcus_faecalis,Enterococcus_faecalis,1529260,1531416,2157,MEG_5979|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5979|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,1530249,1530893,+
Enterococcus_faecalis,Enterococcus_faecalis,1778781,1780508,1728,MEG_6558|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SRMB,MEG_6558|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SRMB,1653,1778258,1779910,+
Enterococcus_faecalis,Enterococcus_faecalis,1781067,1782120,1054,MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG,MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG,822,1780469,1781290,+
Enterococcus_faecalis,Enterococcus_faecalis,2454688,2455842,1155,MEG_3595|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRB,MEG_3595|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRB,1434,2453858,2455291,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,895,2199,1305,MEG_2148|Drugs|betalactams|Class_A_betalactamases|CTX,MEG_2148|Drugs|betalactams|Class_A_betalactamases|CTX,876,895,1770,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,36248,37486,1239,MEG_626|Drugs|betalactams|Class_C_betalactamases|ADC,MEG_626|Drugs|betalactams|Class_C_betalactamases|ADC,1152,35819,36970,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,60987,64580,3594,MEG_2716|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|EMHB,MEG_2716|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|EMHB,3165,60471,63635,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,64585,65199,615,MEG_7507|Drugs|Glycopeptides|VanD-type_regulator|VANSD,MEG_7507|Drugs|Glycopeptides|VanD-type_regulator|VANSD,1146,63640,64785,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,65615,68316,2702,MEG_10077|Drugs|Lipopeptides|Daptomycin-resistant_mutant|DRMA,MEG_10077|Drugs|Lipopeptides|Daptomycin-resistant_mutant|DRMA,645,65201,65845,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,170713,171681,969,MEG_3461|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|KMTR,MEG_3461|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|KMTR,393,168242,168634,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,226281,226524,244,MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,870,223234,224103,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,226821,227044,224,MEG_6164|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,MEG_6164|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,522,224400,224921,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,230136,231778,1643,MEG_4165|Metals|Cobalt_resistance|Cobalt_transporting_ATPase|NHLF,MEG_4165|Metals|Cobalt_resistance|Cobalt_transporting_ATPase|NHLF,1059,228013,229071,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,257792,258982,1191,MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,453,255085,255537,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,350235,350573,339,MEG_6159|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,MEG_6159|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,1506,346790,348295,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,350792,351616,825,MEG_2661|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,MEG_2661|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,519,348514,349032,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,351737,352009,273,MEG_3719|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3719|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1626,349153,350778,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,371421,373543,2123,MEG_6594|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6594|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,370190,371029,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,374956,382403,7448,MEG_847|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_847|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,792,372442,373233,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,394801,396653,1853,MEG_3741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,MEG_3741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,1194,385631,386824,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,433777,434943,1167,MEG_2973|Drugs|Fosfomycin|Fosfomycin_phosphorylation|FOMA,MEG_2973|Drugs|Fosfomycin|Fosfomycin_phosphorylation|FOMA,801,423948,424748,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,476193,477598,1406,MEG_2653|Metals|Copper_resistance|Copper_resistance_protein|DNAK,MEG_2653|Metals|Copper_resistance|Copper_resistance_protein|DNAK,1878,465998,467875,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,515894,516544,651,MEG_3942|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|MFPA,MEG_3942|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|MFPA,552,506171,506722,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,533414,533641,228,MEG_1063|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,MEG_1063|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,780,523592,524371,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,597759,598505,747,MEG_7168|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,MEG_7168|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1920,588489,590408,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,612826,614363,1538,MEG_2906|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FEXB,MEG_2906|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FEXB,1410,604729,606138,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,614442,615374,933,MEG_4056|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,MEG_4056|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,1710,606217,607926,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,650772,651338,567,MEG_11436|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|KATP,MEG_11436|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|KATP,2211,643324,645534,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,813494,814867,1374,MEG_7822|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEA,MEG_7822|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEA,972,807690,808661,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,822438,823019,582,MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,834,816232,817065,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,884896,885577,682,MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,1326,878942,880267,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,886713,887048,336,MEG_6597|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6597|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,881403,882242,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,941277,941669,393,MEG_1759|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,MEG_1759|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,1260,936471,937730,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,945817,946206,390,MEG_6649|Drugs|Tetracenomycin|Tetracenomycin_MFS_efflux_pump|TCMA,MEG_6649|Drugs|Tetracenomycin|Tetracenomycin_MFS_efflux_pump|TCMA,1617,941878,943494,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,946220,946654,435,MEG_6052|Metals|Chromium_resistance|Chromium_resistance_protein|RECG,MEG_6052|Metals|Chromium_resistance|Chromium_resistance_protein|RECG,472,943508,943979,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,987113,989392,2280,MEG_6522|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,MEG_6522|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,3123,984438,987560,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,989912,990673,762,MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,MEG_4126|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRCN,1131,988080,989210,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1001554,1002954,1401,MEG_11299|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRA,MEG_11299|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRA,924,1000091,1001014,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1003110,1004645,1536,MEG_2465|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCC,MEG_2465|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCC,1431,1001170,1002600,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1070324,1071906,1583,MEG_3453|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAC,MEG_3453|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAC,954,1068279,1069232,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1114770,1115538,769,MEG_7268|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLCSM,MEG_7268|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLCSM,1359,1112096,1113454,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1117560,1120237,2678,MEG_3709|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3709|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1617,1115476,1117092,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1203233,1204021,789,MEG_4186|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMF,MEG_4186|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMF,455,1200088,1200542,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1288994,1289407,414,MEG_1556|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,MEG_1556|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,660,1285515,1286174,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1310067,1311167,1101,MEG_10192|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SALE,MEG_10192|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SALE,1632,1306834,1308465,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1322847,1323125,279,MEG_8808|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_8808|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1617,1320145,1321761,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1347199,1348740,1542,MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,723,1345835,1346557,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1348880,1349416,537,MEG_4377|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|OSCA,MEG_4377|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|OSCA,183,1346697,1346879,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1365270,1365536,267,MEG_1726|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBA,MEG_1726|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBA,1050,1362733,1363782,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1381839,1382678,840,MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB,MEG_713|Metals|Arsenic_resistance|Arsenite_oxidase|AIOB,522,1380085,1380606,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1425125,1425382,258,MEG_11364|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,MEG_11364|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,435,1423053,1423487,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1425623,1426255,633,MEG_7123|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,MEG_7123|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1920,1423728,1425647,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1469128,1470336,1209,MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,951,1468520,1469470,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1478965,1480191,1227,MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA,MEG_3256|Biocides|Acid_resistance|Acid_resistance_protein|HEFA,1434,1478099,1479532,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1543874,1544341,468,MEG_10935|Drugs|betalactams|Class_A_betalactamases|KPC,MEG_10935|Drugs|betalactams|Class_A_betalactamases|KPC,882,1543215,1544096,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1550914,1551495,582,MEG_5043|Drugs|betalactams|Class_D_betalactamases|OXA,MEG_5043|Drugs|betalactams|Class_D_betalactamases|OXA,822,1550669,1551490,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1661150,1662227,1078,MEG_405|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,MEG_405|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,3117,1661145,1664261,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1712870,1714618,1749,MEG_4221|Metals|Nickel_resistance|Nickel_resistance_regulator|NRSS,MEG_4221|Metals|Nickel_resistance|Nickel_resistance_regulator|NRSS,1365,1714904,1716268,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1799343,1800065,723,MEG_7266|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,MEG_7266|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,1470,1800993,1802462,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1806344,1807576,1233,MEG_1579|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,MEG_1579|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,648,1808741,1809388,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1817397,1818629,1233,MEG_1483|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADA,MEG_1483|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADA,2061,1819209,1821269,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1849527,1849994,468,MEG_6018|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,MEG_6018|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,657,1852167,1852823,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1905565,1906623,1059,MEG_5799|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRBM,MEG_5799|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRBM,1095,1908394,1909488,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1906625,1908088,1464,MEG_3013|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,MEG_3013|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,420,1909490,1909909,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1908533,1909321,789,MEG_4321|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,MEG_4321|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,1968,1910354,1912321,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1918354,1919295,942,MEG_10141|Drugs|Sulfonamides|Sulfonamide_resistant_ECF_transporter_comonent|THFT,MEG_10141|Drugs|Sulfonamides|Sulfonamide_resistant_ECF_transporter_comonent|THFT,558,1921354,1921911,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1981447,1982124,678,MEG_3887|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,MEG_3887|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR2,435,1984063,1984497,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1986316,1986459,144,MEG_7531|Drugs|Glycopeptides|VanG-type_resistance_protein|VANTG,MEG_7531|Drugs|Glycopeptides|VanG-type_resistance_protein|VANTG,2136,1988689,1990824,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2011449,2012271,823,MEG_8884|Drugs|betalactams|Class_A_betalactamases|TEM,MEG_8884|Drugs|betalactams|Class_A_betalactamases|TEM,861,2015814,2016674,+
