genome,fragment,original_removed_start,original_removed_stop,original_removed_length,inserted_gene_id,inserted_gene_header,inserted_gene_length,inserted_start,inserted_stop,strand
Enterococcus_faecalis,Enterococcus_faecalis,1778781,1780508,1728,MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,816,1781426,1782241,+
Enterococcus_faecalis,Enterococcus_faecalis,1781067,1782120,1054,MEG_4214|Drugs|Aminocoumarins|Aminocoumarin_efflux_pump|NOVA,MEG_4214|Drugs|Aminocoumarins|Aminocoumarin_efflux_pump|NOVA,1848,1782800,1784647,+
Enterococcus_faecalis,Enterococcus_faecalis,2454688,2455842,1155,MEG_11325|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,MEG_11325|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,1059,2457215,2458273,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,895,2199,1305,MEG_7817|Biocides|Paraquat_resistance|Paraquat_efflux_pump|YDDG,MEG_7817|Biocides|Paraquat_resistance|Paraquat_efflux_pump|YDDG,882,895,1776,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,36248,37486,1239,MEG_5910|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5910|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,35825,36469,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,60987,64580,3594,MEG_3886|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1,MEG_3886|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1,435,59970,60404,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,64585,65199,615,MEG_6583|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6583|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,60409,61248,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,65615,68316,2702,MEG_2069|Metals|Copper_resistance|Copper_resistance_regulator|COPR,MEG_2069|Metals|Copper_resistance|Copper_resistance_regulator|COPR,684,61664,62347,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,170713,171681,969,MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,MEG_3648|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAE,804,164744,165547,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,226281,226524,244,MEG_7547|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,MEG_7547|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,609,220147,220755,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,226821,227044,224,MEG_4275|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEB,MEG_4275|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEB,1710,221052,222761,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,230136,231778,1643,MEG_2053|Metals|Copper_resistance|Copper_resistance_protein|COPD,MEG_2053|Metals|Copper_resistance|Copper_resistance_protein|COPD,933,225853,226785,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,257792,258982,1191,MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,396,252799,253194,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,350235,350573,339,MEG_7007|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET54,MEG_7007|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET54,1167,344447,345613,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,350792,351616,825,MEG_6531|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMFY,MEG_6531|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMFY,1473,345832,347304,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,351737,352009,273,MEG_711|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA,MEG_711|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA,2481,347425,349905,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,371421,373543,2123,MEG_11335|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,MEG_11335|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CADC,360,369317,369676,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,374956,382403,7448,MEG_2486|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2486|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,498,371089,371586,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,394801,396653,1853,MEG_3729|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3729|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1626,383984,385609,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,433777,434943,1167,MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,711,422733,423443,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,476193,477598,1406,MEG_11362|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,MEG_11362|Metals|Arsenic_resistance|Arsenic_resistance_N-acetyltransferases|ARSN2,444,464693,465136,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,515894,516544,651,MEG_11498|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,MEG_11498|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,498,503432,503929,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,533414,533641,228,MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,1248,520799,522046,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,597759,598505,747,MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,1209,586164,587372,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,612826,614363,1538,MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,3123,601693,604815,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,614442,615374,933,MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS,MEG_716|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOS,1467,604894,606360,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,650772,651338,567,MEG_3876|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,MEG_3876|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,342,641758,642099,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,813494,814867,1374,MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,453,804255,804707,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,822438,823019,582,MEG_2771|Drugs|MLS|23S_rRNA_methyltransferases|ERM,MEG_2771|Drugs|MLS|23S_rRNA_methyltransferases|ERM,732,812278,813009,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,884896,885577,682,MEG_4294|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMH,MEG_4294|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMH,1449,874886,876334,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,886713,887048,336,MEG_7671|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXD,MEG_7671|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXD,3051,877470,880520,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,941277,941669,393,MEG_5424|Metals|Copper_resistance|Copper_resistance_regulator|PCOR,MEG_5424|Metals|Copper_resistance|Copper_resistance_regulator|PCOR,681,934749,935429,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,945817,946206,390,MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,621,939577,940197,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,946220,946654,435,MEG_7785|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEB,MEG_7785|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEB,3162,940211,943372,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,987113,989392,2280,MEG_8062|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_8062|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,588,983831,984418,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,989912,990673,762,MEG_11436|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|KATP,MEG_11436|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|KATP,2211,984938,987148,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1001554,1002954,1401,MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,870,998029,998898,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1003110,1004645,1536,MEG_2918|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,MEG_2918|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1215,999054,1000268,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1070324,1071906,1583,MEG_3600|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,MEG_3600|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,486,1065947,1066432,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1114770,1115538,769,MEG_5979|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5979|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,1109296,1109940,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1117560,1120237,2678,MEG_1012|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,MEG_1012|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,906,1111962,1112867,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1203233,1204021,789,MEG_7802|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VMLR,MEG_7802|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VMLR,1644,1195863,1197506,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1288994,1289407,414,MEG_1561|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,MEG_1561|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,660,1282479,1283138,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1310067,1311167,1101,MEG_7537|Drugs|Glycopeptides|VanA-type_accessory_protein|VANWA,MEG_7537|Drugs|Glycopeptides|VanA-type_accessory_protein|VANWA,816,1303798,1304613,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1322847,1323125,279,MEG_8649|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACH,MEG_8649|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACH,378,1316293,1316670,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1347199,1348740,1542,MEG_7579|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,MEG_7579|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,573,1340744,1341316,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1348880,1349416,537,MEG_3014|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,MEG_3014|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,420,1341456,1341875,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1365270,1365536,267,MEG_1581|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,MEG_1581|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,648,1357729,1358376,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1381839,1382678,840,MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,2475,1374679,1377153,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1425125,1425382,258,MEG_6649|Drugs|Tetracenomycin|Tetracenomycin_MFS_efflux_pump|TCMA,MEG_6649|Drugs|Tetracenomycin|Tetracenomycin_MFS_efflux_pump|TCMA,1617,1419600,1421216,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1425623,1426255,633,MEG_8063|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_8063|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,588,1421457,1422044,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1469128,1470336,1209,MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,MEG_6019|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,656,1464917,1465572,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1478965,1480191,1227,MEG_11330|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,MEG_11330|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,312,1474201,1474512,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1543874,1544341,468,MEG_11397|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|KAMC,MEG_11397|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|KAMC,654,1538195,1538848,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1550914,1551495,582,MEG_1726|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBA,MEG_1726|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBA,1050,1545421,1546470,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1661150,1662227,1078,MEG_1141|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRB,MEG_1141|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRB,705,1656125,1656829,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1712870,1714618,1749,MEG_7952|Drugs|betalactams|Class_C_betalactamases|ADC,MEG_7952|Drugs|betalactams|Class_C_betalactamases|ADC,1152,1707472,1708623,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1799343,1800065,723,MEG_5990|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5990|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,1793348,1793992,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1806344,1807576,1233,MEG_9965|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMH,MEG_9965|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMH,453,1800271,1800723,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1817397,1818629,1233,MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,426,1810544,1810969,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1849527,1849994,468,MEG_11457|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_11457|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1623,1841867,1843489,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1905565,1906623,1059,MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,816,1899060,1899875,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1906625,1908088,1464,MEG_2661|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,MEG_2661|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,519,1899877,1900395,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1908533,1909321,789,MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH,MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH,480,1900840,1901319,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1918354,1919295,942,MEG_7370|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,MEG_7370|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,1032,1910352,1911383,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1981447,1982124,678,MEG_7027|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,MEG_7027|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,1263,1973535,1974797,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1986316,1986459,144,MEG_3284|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE,MEG_3284|Metals|Nickel_resistance|Nickel_resistance_protein|HUPE,600,1978989,1979588,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2011449,2012271,823,MEG_7507|Drugs|Glycopeptides|VanD-type_regulator|VANSD,MEG_7507|Drugs|Glycopeptides|VanD-type_regulator|VANSD,1146,2004578,2005723,+
