genome,fragment,original_removed_start,original_removed_stop,original_removed_length,inserted_gene_id,inserted_gene_header,inserted_gene_length,inserted_start,inserted_stop,strand
Clostridium_perfringens,Clostridium_perfringens.final.genome,3124924,3126633,1710,MEG_7786|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEC,MEG_7786|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEC,1107,3123675,3124781,+
Enterococcus_faecalis,Enterococcus_faecalis,110300,110794,495,MEG_1172|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,MEG_1172|Metals|Arsenic_resistance|Arsenic_resistance_regulator|ARSR,318,110300,110617,+
Enterococcus_faecalis,Enterococcus_faecalis,318515,319159,645,MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,354,318338,318691,+
Enterococcus_faecalis,Enterococcus_faecalis,686369,688471,2103,MEG_7273|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIB,MEG_7273|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIB,1071,685901,686971,+
Enterococcus_faecalis,Enterococcus_faecalis,688488,688844,357,MEG_4091|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|MUPB,MEG_4091|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|MUPB,3102,686988,690089,+
Enterococcus_faecalis,Enterococcus_faecalis,692857,693912,1056,MEG_11320|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,MEG_11320|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,1743,694102,695844,+
Enterococcus_faecalis,Enterococcus_faecalis,693942,695021,1080,MEG_3691|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3691|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1407,695874,697280,+
Enterococcus_faecalis,Enterococcus_faecalis,695101,696843,1743,MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1920,697360,699279,+
Enterococcus_faecalis,Enterococcus_faecalis,696879,697244,366,MEG_5913|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5913|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,699315,699959,+
Enterococcus_faecalis,Enterococcus_faecalis,697377,697748,372,MEG_6581|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6581|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,700092,700931,+
Enterococcus_faecalis,Enterococcus_faecalis,698134,699873,1740,MEG_1740|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,MEG_1740|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,3123,701317,704439,+
Enterococcus_faecalis,Enterococcus_faecalis,699893,700204,312,MEG_1581|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,MEG_1581|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,648,704459,705106,+
Enterococcus_faecalis,Enterococcus_faecalis,982309,983805,1497,MEG_6639|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII,MEG_6639|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII,792,987211,988002,+
Enterococcus_faecalis,Enterococcus_faecalis,1135205,1135685,481,MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,186,1139402,1139587,+
Enterococcus_faecalis,Enterococcus_faecalis,1529260,1531416,2157,MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P,MEG_723|Metals|Aluminum_resistance|Aluminum_resistance_protein|ALU1P,561,1533162,1533722,+
Enterococcus_faecalis,Enterococcus_faecalis,1778781,1780508,1728,MEG_6531|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMFY,MEG_6531|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMFY,1473,1781087,1782559,+
Enterococcus_faecalis,Enterococcus_faecalis,1781067,1782120,1054,MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,MEG_2614|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|DHAP,1188,1783118,1784305,+
Enterococcus_faecalis,Enterococcus_faecalis,2454688,2455842,1155,MEG_6522|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,MEG_6522|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,3123,2456873,2459995,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,895,2199,1305,MEG_2995|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,MEG_2995|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,420,895,1314,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,36248,37486,1239,MEG_7101|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,MEG_7101|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,1377,35363,36739,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,60987,64580,3594,MEG_2659|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,MEG_2659|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPR,519,60240,60758,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,64585,65199,615,MEG_8065|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_8065|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,501,60763,61263,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,65615,68316,2702,MEG_2483|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2483|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,498,61679,62176,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,170713,171681,969,MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,660,164573,165232,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,226281,226524,244,MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,1260,219832,221091,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,226821,227044,224,MEG_3678|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3678|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1623,221388,223010,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,230136,231778,1643,MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,309,226102,226410,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,257792,258982,1191,MEG_1214|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRB,MEG_1214|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRB,627,252424,253050,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,350235,350573,339,MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,1290,344303,345592,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,350792,351616,825,MEG_5421|Metals|Copper_resistance|Copper_resistance_protein|PCOD,MEG_5421|Metals|Copper_resistance|Copper_resistance_protein|PCOD,924,345811,346734,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,351737,352009,273,MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,594,346855,347448,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,371421,373543,2123,MEG_7423|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,MEG_7423|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,972,366860,367831,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,374956,382403,7448,MEG_9982|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMB,MEG_9982|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMB,468,369244,369711,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,394801,396653,1853,MEG_6084|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|ROSB,MEG_6084|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|ROSB,1692,382109,383800,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,433777,434943,1167,MEG_1742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,MEG_1742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,1479,420924,422402,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,476193,477598,1406,MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,MEG_7154|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1920,463652,465571,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,515894,516544,651,MEG_4123|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRBN,MEG_4123|Metals|Nickel_resistance|Nickel_MFS_efflux_regulator|NCRBN,270,503867,504136,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,533414,533641,228,MEG_4171|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,MEG_4171|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,765,521006,521770,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,597759,598505,747,MEG_7335|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN,MEG_7335|Drugs|Glycopeptides|VanA-type_resistance_protein|VAN,972,585888,586859,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,612826,614363,1538,MEG_7590|Drugs|Glycopeptides|VanL-type_resistance_protein|VANXYL,MEG_7590|Drugs|Glycopeptides|VanL-type_resistance_protein|VANXYL,582,601180,601761,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,614442,615374,933,MEG_2569|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,MEG_2569|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,237,601840,602076,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,650772,651338,567,MEG_1487|Metals|Cadmium_resistance|Cadmium_resistance_regulator|CADR,MEG_1487|Metals|Cadmium_resistance|Cadmium_resistance_regulator|CADR,444,637474,637917,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,813494,814867,1374,MEG_10098|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXD,MEG_10098|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXD,1071,800073,801143,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,822438,823019,582,MEG_3693|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3693|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1698,808714,810411,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,884896,885577,682,MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,MEG_6637|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,816,872288,873103,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,886713,887048,336,MEG_1745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEF,MEG_1745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEF,3018,874239,877256,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,941277,941669,393,MEG_2927|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,MEG_2927|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1215,931485,932699,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,945817,946206,390,MEG_2803|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,MEG_2803|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,711,936847,937557,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,946220,946654,435,MEG_11328|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,MEG_11328|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSD,366,937571,937936,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,987113,989392,2280,MEG_4194|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMJ,MEG_4194|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMJ,498,978395,978892,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,989912,990673,762,MEG_2520|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2520|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,498,979412,979909,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1001554,1002954,1401,MEG_9153|Drugs|betalactams|Class_C_betalactamases|PDC,MEG_9153|Drugs|betalactams|Class_C_betalactamases|PDC,1194,990790,991983,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1003110,1004645,1536,MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,MEG_407|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,3114,992139,995252,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1070324,1071906,1583,MEG_2513|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2513|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,474,1060931,1061404,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1114770,1115538,769,MEG_3068|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSC,MEG_3068|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSC,639,1104268,1104906,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1117560,1120237,2678,MEG_2560|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,MEG_2560|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,237,1106928,1107164,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1203233,1204021,789,MEG_8690|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SALD,MEG_8690|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SALD,1635,1190160,1191794,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1288994,1289407,414,MEG_3709|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3709|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1617,1276767,1278383,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1310067,1311167,1101,MEG_6961|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,MEG_6961|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,585,1299043,1299627,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1322847,1323125,279,MEG_2083|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,MEG_2083|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,210,1311307,1311516,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1347199,1348740,1542,MEG_3452|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAB,MEG_3452|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAB,1137,1335590,1336726,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1348880,1349416,537,MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE,MEG_714|Metals|Arsenic_resistance|Arsenite_oxidase|AIOE,1047,1336866,1337912,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1365270,1365536,267,MEG_3942|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|MFPA,MEG_3942|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|MFPA,552,1353766,1354317,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1381839,1382678,840,MEG_1685|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRC,MEG_1685|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRC,1035,1370620,1371654,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1425125,1425382,258,MEG_6159|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,MEG_6159|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,1506,1414101,1415606,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1425623,1426255,633,MEG_7771|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,MEG_7771|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,1140,1415847,1416986,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1469128,1470336,1209,MEG_3924|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,MEG_3924|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,444,1459859,1460302,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1478965,1480191,1227,MEG_3070|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSD,MEG_3070|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSD,642,1468931,1469572,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1543874,1544341,468,MEG_7274|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIBP,MEG_7274|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIBP,294,1533255,1533548,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1550914,1551495,582,MEG_4183|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,MEG_4183|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,513,1540121,1540633,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1661150,1662227,1078,MEG_7539|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,MEG_7539|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,828,1650288,1651115,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1712870,1714618,1749,MEG_11241|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,MEG_11241|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,420,1701758,1702177,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1799343,1800065,723,MEG_7030|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,MEG_7030|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,675,1786902,1787576,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1806344,1807576,1233,MEG_8801|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_8801|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1620,1793855,1795474,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1817397,1818629,1233,MEG_7579|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,MEG_7579|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,573,1805295,1805867,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1849527,1849994,468,MEG_1775|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLB,MEG_1775|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLB,1266,1836765,1838030,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1905565,1906623,1059,MEG_11442|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,MEG_11442|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,1104,1893601,1894704,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1906625,1908088,1464,MEG_3022|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSG,MEG_3022|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSG,399,1894706,1895104,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1908533,1909321,789,MEG_5841|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,MEG_5841|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,333,1895549,1895881,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1918354,1919295,942,MEG_5798|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRAM,MEG_5798|Multi-compound|Drug_and_metal_resistance|Drug_and_metal_MFS_efflux_pumps|PMRAM,669,1904914,1905582,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1981447,1982124,678,MEG_7272|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIAP,MEG_7272|Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIAP,618,1967734,1968351,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1986316,1986459,144,MEG_711|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA,MEG_711|Metals|Arsenic_resistance|Arsenite_oxidase|AIOA,2481,1972543,1975023,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2011449,2012271,823,MEG_7555|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,MEG_7555|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,609,2000013,2000621,+
