genome,fragment,original_removed_start,original_removed_stop,original_removed_length,inserted_gene_id,inserted_gene_header,inserted_gene_length,inserted_start,inserted_stop,strand
Clostridioides_difficile,Clostridium_difficille,888451,888792,342,MEG_11497|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,MEG_11497|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,498,889480,889977,+
Clostridioides_difficile,Clostridium_difficille,890676,891249,574,MEG_3279|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|HSMR,MEG_3279|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|HSMR,339,891861,892199,+
Clostridioides_difficile,Clostridium_difficille,1184042,1184551,510,MEG_9002|Drugs|betalactams|Class_C_betalactamases|MIR,MEG_9002|Drugs|betalactams|Class_C_betalactamases|MIR,1146,1184992,1186137,+
Clostridioides_difficile,Clostridium_difficille,1430567,1431034,468,MEG_7392|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,MEG_7392|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,1101,1432153,1433253,+
Clostridioides_difficile,Clostridium_difficille,1482656,1483981,1326,MEG_920|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_920|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,789,1484875,1485663,+
Clostridioides_difficile,Clostridium_difficille,1677480,1679313,1834,MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,1824,1679162,1680985,+
Clostridioides_difficile,Clostridium_difficille,1679574,1680674,1101,MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,468,1681246,1681713,+
Clostridioides_difficile,Clostridium_difficille,1681495,1683633,2139,MEG_2654|Metals|Copper_resistance|Copper_resistance_protein|DNAK,MEG_2654|Metals|Copper_resistance|Copper_resistance_protein|DNAK,1878,1682534,1684411,+
Clostridioides_difficile,Clostridium_difficille,1779516,1780253,738,MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,933,1780294,1781226,+
Clostridioides_difficile,Clostridium_difficille,2731316,2732968,1653,MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,1803,2732289,2734091,+
Clostridium_perfringens,Clostridium_perfringens.final.genome,968146,969852,1707,MEG_4298|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|OPRJ,MEG_4298|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|OPRJ,1440,968146,969585,+
Clostridium_perfringens,Clostridium_perfringens.final.genome,3124924,3126633,1710,MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,1260,3124657,3125916,+
Enterococcus_faecalis,Enterococcus_faecalis,110300,110794,495,MEG_7286|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGA,MEG_7286|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGA,1155,110300,111454,+
Enterococcus_faecalis,Enterococcus_faecalis,318515,319159,645,MEG_7783|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,MEG_7783|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,1140,319175,320314,+
Enterococcus_faecalis,Enterococcus_faecalis,686369,688471,2103,MEG_1776|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLR,MEG_1776|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLR,1179,687524,688702,+
Enterococcus_faecalis,Enterococcus_faecalis,688488,688844,357,MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,660,688719,689378,+
Enterococcus_faecalis,Enterococcus_faecalis,692857,693912,1056,MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,582,693391,693972,+
Enterococcus_faecalis,Enterococcus_faecalis,693942,695021,1080,MEG_9961|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,MEG_9961|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER,723,694002,694724,+
Enterococcus_faecalis,Enterococcus_faecalis,695101,696843,1743,MEG_812|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_812|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,792,694804,695595,+
Enterococcus_faecalis,Enterococcus_faecalis,696879,697244,366,MEG_7610|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,MEG_7610|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,969,695631,696599,+
Enterococcus_faecalis,Enterococcus_faecalis,697377,697748,372,MEG_7281|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROD,MEG_7281|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|TROD,1104,696732,697835,+
Enterococcus_faecalis,Enterococcus_faecalis,698134,699873,1740,MEG_7852|Metals|Zinc_resistance|Zinc_resistance_protein|ZNEB,MEG_7852|Metals|Zinc_resistance|Zinc_resistance_protein|ZNEB,1158,698221,699378,+
Enterococcus_faecalis,Enterococcus_faecalis,699893,700204,312,MEG_2714|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA,MEG_2714|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA,1182,699398,700579,+
Enterococcus_faecalis,Enterococcus_faecalis,982309,983805,1497,MEG_2822|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,MEG_2822|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,735,982684,983418,+
Enterococcus_faecalis,Enterococcus_faecalis,1135205,1135685,481,MEG_2931|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,MEG_2931|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1215,1134818,1136032,+
Enterococcus_faecalis,Enterococcus_faecalis,1529260,1531416,2157,MEG_9902|Drugs|betalactams|Class_D_betalactamases|OXA,MEG_9902|Drugs|betalactams|Class_D_betalactamases|OXA,789,1529607,1530395,+
Enterococcus_faecalis,Enterococcus_faecalis,1778781,1780508,1728,MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA,MEG_2024|Metals|Copper_resistance|Copper_resistance_protein|COPA,213,1777760,1777972,+
Enterococcus_faecalis,Enterococcus_faecalis,1781067,1782120,1054,MEG_7490|Drugs|Glycopeptides|VanB-type_regulator|VANSB,MEG_7490|Drugs|Glycopeptides|VanB-type_regulator|VANSB,1344,1778531,1779874,+
Enterococcus_faecalis,Enterococcus_faecalis,2454688,2455842,1155,MEG_6603|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6603|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,2452442,2453281,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,895,2199,1305,MEG_7781|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,MEG_7781|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,1140,895,2034,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,36248,37486,1239,MEG_3072|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSF,MEG_3072|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSF,645,36083,36727,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,60987,64580,3594,MEG_7796|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEQ,MEG_7796|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEQ,3141,60228,63368,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,64585,65199,615,MEG_1758|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,MEG_1758|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,1257,63373,64629,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,65615,68316,2702,MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,723,65045,65767,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,170713,171681,969,MEG_11442|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,MEG_11442|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,1104,168164,169267,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,226281,226524,244,MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,279,223867,224145,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,226821,227044,224,MEG_2432|Drugs|betalactams|Class_A_betalactamases|CTX,MEG_2432|Drugs|betalactams|Class_A_betalactamases|CTX,950,224442,225391,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,230136,231778,1643,MEG_6479|Drugs|betalactams|Class_A_betalactamases|SHV,MEG_6479|Drugs|betalactams|Class_A_betalactamases|SHV,861,228483,229343,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,257792,258982,1191,MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,525,255357,255881,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,350235,350573,339,MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,MEG_7219|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1920,347134,349053,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,350792,351616,825,MEG_1682|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRA,MEG_1682|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRA,1050,349272,350321,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,351737,352009,273,MEG_8802|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_8802|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1620,350442,352061,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,371421,373543,2123,MEG_4344|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,MEG_4344|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,3153,371473,374625,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,374956,382403,7448,MEG_2509|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2509|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,474,376038,376511,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,394801,396653,1853,MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,735,388909,389643,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,433777,434943,1167,MEG_8243|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFD,MEG_8243|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFD,1200,426767,427966,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,476193,477598,1406,MEG_1729|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBD,MEG_1729|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBD,1050,469216,470265,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,515894,516544,651,MEG_11286|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,MEG_11286|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,435,508561,508995,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,533414,533641,228,MEG_4005|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,MEG_4005|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,690,525865,526554,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,597759,598505,747,MEG_7461|Drugs|Glycopeptides|VanB-type_regulator|VANRB,MEG_7461|Drugs|Glycopeptides|VanB-type_regulator|VANRB,660,590672,591331,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,612826,614363,1538,MEG_4317|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,MEG_4317|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,1968,605652,607619,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,614442,615374,933,MEG_6525|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,MEG_6525|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,1404,607698,609101,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,650772,651338,567,MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,453,644499,644951,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,813494,814867,1374,MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,525,807107,807631,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,822438,823019,582,MEG_717|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOX,MEG_717|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOX,921,815202,816122,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,884896,885577,682,MEG_5797|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|PMRA,MEG_5797|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|PMRA,1200,877999,879198,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,886713,887048,336,MEG_4291|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPCM,MEG_4291|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPCM,1536,880334,881869,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,941277,941669,393,MEG_3657|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MACA,MEG_3657|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MACA,1179,936098,937276,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,945817,946206,390,MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,1401,941424,942824,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,946220,946654,435,MEG_4189|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,MEG_4189|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,457,942838,943294,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,987113,989392,2280,MEG_8692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|SDRM,MEG_8692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|SDRM,1344,983753,985096,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,989912,990673,762,MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,MEG_3843|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,1707,985616,987322,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1001554,1002954,1401,MEG_2485|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2485|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,498,998203,998700,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1003110,1004645,1536,MEG_5776|Drugs|Lipopeptides|Lipid_A_phosphatase|PGBB,MEG_5776|Drugs|Lipopeptides|Lipid_A_phosphatase|PGBB,711,998856,999566,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1070324,1071906,1583,MEG_3674|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3674|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1623,1065245,1066867,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1114770,1115538,769,MEG_3440|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLS,MEG_3440|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLS,1395,1109731,1111125,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1117560,1120237,2678,MEG_4183|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,MEG_4183|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,513,1113147,1113659,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1203233,1204021,789,MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,465,1196655,1197119,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1288994,1289407,414,MEG_1477|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,MEG_1477|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,366,1282092,1282457,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1310067,1311167,1101,MEG_3168|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|GOLT,MEG_3168|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|GOLT,2289,1303117,1305405,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1322847,1323125,279,MEG_1555|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,MEG_1555|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,630,1317085,1317714,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1347199,1348740,1542,MEG_8092|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSM,MEG_8092|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSM,420,1341788,1342207,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1348880,1349416,537,MEG_1141|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRB,MEG_1141|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARRB,705,1342347,1343051,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1365270,1365536,267,MEG_2747|Drugs|MLS|Macrolide_esterases|EREA,MEG_2747|Drugs|MLS|Macrolide_esterases|EREA,1227,1358905,1360131,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1381839,1382678,840,MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,MEG_6026|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,657,1376434,1377090,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1425125,1425382,258,MEG_964|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_964|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,792,1419537,1420328,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1425623,1426255,633,MEG_5997|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5997|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,1420569,1421213,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1469128,1470336,1209,MEG_4125|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRC,MEG_4125|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRC,696,1464086,1464781,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1478965,1480191,1227,MEG_756|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,MEG_756|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,534,1473410,1473943,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1543874,1544341,468,MEG_1194|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,MEG_1194|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,1404,1537626,1539029,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1550914,1551495,582,MEG_3011|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,MEG_3011|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,420,1545602,1546021,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1661150,1662227,1078,MEG_2062|Metals|Copper_resistance|Copper_resistance_protein|COPL,MEG_2062|Metals|Copper_resistance|Copper_resistance_protein|COPL,420,1655676,1656095,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1712870,1714618,1749,MEG_7325|Metals|Tungsten_Resistance|Tungsten_ABC_efflux_pumps|TUPC,MEG_7325|Metals|Tungsten_Resistance|Tungsten_ABC_efflux_pumps|TUPC,645,1706738,1707382,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1799343,1800065,723,MEG_11299|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRA,MEG_11299|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRA,924,1792107,1793030,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1806344,1807576,1233,MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,258,1799309,1799566,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1817397,1818629,1233,MEG_11228|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,MEG_11228|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,657,1809387,1810043,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1849527,1849994,468,MEG_11325|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,MEG_11325|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,1059,1840941,1841999,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1905565,1906623,1059,MEG_3691|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_3691|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1407,1897570,1898976,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1906625,1908088,1464,MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,363,1898978,1899340,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1908533,1909321,789,MEG_2061|Metals|Copper_resistance|Copper_resistance_protein|COPK,MEG_2061|Metals|Copper_resistance|Copper_resistance_protein|COPK,285,1899785,1900069,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1918354,1919295,942,MEG_899|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_899|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,789,1909102,1909890,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1981447,1982124,678,MEG_2351|Drugs|betalactams|Class_A_betalactamases|CTX,MEG_2351|Drugs|betalactams|Class_A_betalactamases|CTX,876,1972042,1972917,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,1986316,1986459,144,MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,339,1977109,1977447,+
Escherichia_coli_B1109,Escherichia_coli_chromosome,2011449,2012271,823,MEG_1566|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,MEG_1566|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,642,2002437,2003078,+
